"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"83","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:400 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","false","true","true","140924452","1937171","false","N/A","N/A","N/A","N/A","true","0"
"84","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:401 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","132560986","1696565","false","N/A","N/A","N/A","N/A","false","1"
"85","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:408 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","127399586","1369514","false","N/A","N/A","N/A","N/A","false","1"
"86","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:413 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","false","43378564","2117248","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"87","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:414 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","false","39251730","2195082","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"88","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:426 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"89","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:440 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","false","141548163","2892999","false","java.lang.AssertionError","expected:<305> but was:<404>","305","404","false","1"
"90","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:445 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","false","true","true","134337638","1737101","false","N/A","N/A","N/A","N/A","true","0"
"91","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:446 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","false","128726815","2687314","false","java.lang.AssertionError","expected:<305> but was:<404>","305","404","false","1"
"92","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:453 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","119832069","1463879","false","N/A","N/A","N/A","N/A","false","1"
"93","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:454 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"94","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:465 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","136591617","1798738","false","N/A","N/A","N/A","N/A","false","1"
"95","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:472 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","122103574","1544107","false","N/A","N/A","N/A","N/A","false","1"
"96","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:477 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","false","true","true","133903315","1685029","false","N/A","N/A","N/A","N/A","true","0"
"97","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:478 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","126858094","1754091","false","N/A","N/A","N/A","N/A","false","1"
"98","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:485 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"99","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:494 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","130205163","1668639","false","N/A","N/A","N/A","N/A","false","1"
"100","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:511 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","138612230","1853553","false","N/A","N/A","N/A","N/A","false","1"
"101","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:518 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","137088161","1636403","false","N/A","N/A","N/A","N/A","false","1"
"102","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:526 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","125978678","1337904","false","N/A","N/A","N/A","N/A","false","1"
"103","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:529 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","false","true","true","147057710","1961444","false","N/A","N/A","N/A","N/A","true","0"
"104","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:530 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","127758257","1835499","false","N/A","N/A","N/A","N/A","false","1"
"105","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:536 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","195492180","1641475","false","N/A","N/A","N/A","N/A","false","1"
"106","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:537 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","true","142981226","1779509","false","N/A","N/A","N/A","N/A","false","1"
"107","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:547 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","true","false","43646016","3808228","false","java.net.ConnectException","Connection refused (Connection refused)","N/A","N/A","false","1"
"108","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/EmbeddedJettyServer.java:552 |","37","20","spark.RedirectTest.testRedirectAnyPutWithSpecificCode []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"109","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/RequestWrapper.java:50 |","29","117","spark.GenericIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"110","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/RequestWrapper.java:51 |","29","117","spark.GenericIntegrationTest.testXForwardedFor []","1","true","true","true","141059410","1652097","false","N/A","N/A","N/A","N/A","false","1"
"111","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/RequestWrapper.java:52 |","29","117","spark.GenericIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"112","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/RequestWrapper.java:83 |","29","117","spark.GenericIntegrationTest.testXForwardedFor []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"113","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/http/matching/RequestWrapper.java:84 |","29","117","spark.GenericIntegrationTest.testXForwardedFor []","1","true","true","true","135682374","1550408","false","N/A","N/A","N/A","N/A","false","1"
"114","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:210 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"114","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:210 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"115","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:211 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"115","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:211 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"116","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:212 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"116","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:212 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"117","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:213 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"117","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:213 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"118","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:215 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"118","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:215 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"119","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:216 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","true","false","147833181","2092123","false","java.lang.AssertionError","expected:<200> but was:<404>","200","404","false","1"
"119","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:216 |","28","116","spark.servlet.ServletTest.testPost []","1","true","true","false","14459981","606274","false","java.lang.AssertionError","expected:<201> but was:<404>","201","404","false","1"
"120","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:217 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"120","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:217 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"121","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:218 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","true","true","150291860","1689625","false","N/A","N/A","N/A","N/A","false","1"
"121","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:218 |","28","116","spark.servlet.ServletTest.testPost []","1","true","true","true","14764918","467667","false","N/A","N/A","N/A","N/A","false","1"
"122","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:219 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"122","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:219 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"123","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:220 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"123","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:220 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"124","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:221 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"124","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:221 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"125","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:222 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","true","true","167925720","1744666","false","N/A","N/A","N/A","N/A","false","1"
"125","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:222 |","28","116","spark.servlet.ServletTest.testPost []","1","true","true","true","18361874","532072","false","N/A","N/A","N/A","N/A","false","1"
"126","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:223 |","28","21","spark.StaticFilesMemberTest.testStaticFilePagesIndexHtml []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"126","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/route/Routes.java:223 |","28","116","spark.servlet.ServletTest.testPost []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
